Column1;Column2;containsfood
request;phone number;FALSE
request;phone number;FALSE
request;okay can i have the address;FALSE
inform;im looking for a cheap restaurant in the east part of town;FALSE
bye;bye;FALSE
thankyou;thank you good bye;FALSE
request;post code;FALSE
inform;south;FALSE
null;noise okay;FALSE
inform;looking for a cheap restaurant in the east part of town;FALSE
inform;moderate;FALSE
inform;i would like international food please;TRUE
inform;asian oriental;FALSE
reqalts;is there anything that serves north american;FALSE
thankyou;thank you is there anything else;FALSE
null;adress;FALSE
request;phone number;FALSE
inform;looking for a moderately priced restaurant in the west part of town;FALSE
null;unintelligible;FALSE
inform;expensive restaurant asian food;TRUE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
null;unintelligible;FALSE
inform;the west part of town i want;FALSE
request;what is the address and phone number;FALSE
request;phone number;FALSE
inform;i dont care;FALSE
reqalts;how about asian food;TRUE
inform;noise i am looking for a restaurant;FALSE
request;what is the address;FALSE
inform;i dont care;FALSE
request;what is the address and phone number;FALSE
request;what part of town;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;center;FALSE
inform;west;FALSE
inform;uh the centre;FALSE
reqalts;how about vietnamese food;TRUE
null;tv_noise;FALSE
inform;catalan;FALSE
inform;west;FALSE
thankyou;thank you good bye;FALSE
request;address;FALSE
reqalts;how about lebanese food;TRUE
request;what type of food does it serve;TRUE
inform;spanish;FALSE
request;area;FALSE
request;whats the address phone number and post code;FALSE
request;what is the address and phone and postal code;FALSE
inform;im looking for moderately priced restaurant in the north part of town;FALSE
request;could i have the address;FALSE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
request;addre;FALSE
bye;good bye;FALSE
inform;any;FALSE
affirm;right;FALSE
reqalts;anything else;FALSE
thankyou;thank you bye;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;any;FALSE
inform;international type of food;TRUE
inform;noise malaysian noise;FALSE
thankyou;thank you good bye;FALSE
inform;swedish;FALSE
inform;im looking for a;FALSE
request;address;FALSE
request;what kind of food is that;TRUE
affirm;yes;FALSE
request;uh whats the address;FALSE
null;sil;FALSE
thankyou;thank you good bye;FALSE
request;can i have the phone number;FALSE
inform;christmas food;TRUE
inform;i want a moderately priced;FALSE
request;can i have the phone number;FALSE
null;that serves;FALSE
inform;any kind;FALSE
request;address;FALSE
inform;cheap;FALSE
request;what type of food do they serve;TRUE
request;can i change the price range;FALSE
inform;vietnamese;FALSE
affirm;yea;FALSE
inform;west area;FALSE
confirm;is it expensive;FALSE
reqalts;are there any restaurants that serve english food;TRUE
inform;moderately priced;FALSE
inform;west part of town;FALSE
affirm;ye;FALSE
reqalts;how about international;FALSE
request;may i get the address and phone number;FALSE
request;whats the address again;FALSE
inform;any price range;FALSE
inform;im searching for turkish food;TRUE
negate;no;FALSE
thankyou;thank you good bye;FALSE
inform;gastropub;FALSE
inform;west part of town moderatley price;FALSE
inform;serves turkish food;TRUE
request;and the phone number;FALSE
reqalts;how about italian;FALSE
reqalts;what about asian oriental;FALSE
inform;doesnt matter;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you goodbye;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
null;sil;FALSE
null;noise;FALSE
reqalts;how about korean food;TRUE
request;the post code;FALSE
inform;east;FALSE
inform;i want a turkish restaurant in the center part of town;FALSE
reqalts;is there anything else;FALSE
request;whats the phone number;FALSE
inform;european food;TRUE
affirm;yes;FALSE
request;um whats the phone number;FALSE
inform;any kind of food;TRUE
request;what is the phone number;FALSE
inform;restaurant;FALSE
request;what is the address and phone number;FALSE
thankyou;thank you good bye;FALSE
request;what is the phone number;FALSE
thankyou;thank you good bye;FALSE
inform;south part of town;FALSE
inform;vietnamese food;TRUE
thankyou;thank you good bye;FALSE
inform;cantonese food;TRUE
thankyou;thank you good bye;FALSE
inform;im looking for a cheap restaurant in the north;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you;FALSE
inform;west;FALSE
request;whats the address;FALSE
thankyou;thank you;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;italian food;TRUE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
inform;moderately priced in the west part of town;FALSE
request;can i get the address and phone number please;FALSE
affirm;yes;FALSE
inform;i would like a cheap restaurant in the west part of town;FALSE
inform;british food;TRUE
null;okay ital;FALSE
inform;peking restaurant;FALSE
thankyou;thank you good bye;FALSE
inform;center;FALSE
inform;looking for vietnamese food;TRUE
request;what is the address;FALSE
affirm;yes;FALSE
inform;moderate;FALSE
thankyou;okay thank you good bye;FALSE
inform;cantonese;FALSE
request;whats the phone number;FALSE
inform;chinese;FALSE
reqalts;anything else;FALSE
inform;asian;FALSE
inform;expensive restaurant;FALSE
request;area;FALSE
thankyou;thank you good bye;FALSE
bye;good bye;FALSE
request;phone number;FALSE
request;address;FALSE
request;uh does it serve;FALSE
inform;doesnt matter;FALSE
inform;any;FALSE
request;give me the phone number;FALSE
inform;i dont care;FALSE
inform;steakhouse;FALSE
inform;cheap;FALSE
inform;uh italian food;TRUE
inform;canapes;FALSE
inform;modern european food;TRUE
request;what is the address;FALSE
request;what is the address and phone number;FALSE
inform;im looking for eritrean food;TRUE
inform;i need a restaurant in the center of town that includes international food;TRUE
inform;i dont care;FALSE
request;address;FALSE
request;where is it;FALSE
null;can you;FALSE
inform;doesnt matter;FALSE
request;price;FALSE
null;okay;FALSE
reqalts;anything else;FALSE
thankyou;thank you goodbye;FALSE
inform;i want a cheap restaurant in the north part of town;FALSE
inform;uh cheap restaurant malaysian food;TRUE
inform;gastropub type foo;FALSE
inform;im looking for a cheap restaurant in the east part of town;FALSE
null;sil;FALSE
request;what is the phone number;FALSE
inform;italian food;TRUE
thankyou;thank you goodbye;FALSE
inform;moderately priced restaurant in the east;FALSE
thankyou;thank you good bye;FALSE
request;what is the phone number;FALSE
inform;south;FALSE
request;what is their phone number;FALSE
null;sil;FALSE
request;could i have the phone number and post code please;FALSE
null;unintelligible;FALSE
inform;persian restaurant in the north part of town;FALSE
inform;english food;TRUE
request;can i get the phone number;FALSE
bye;good bye;FALSE
request;address;FALSE
request;could i get the phone number please;FALSE
request;may i have a phone number and postcode;FALSE
thankyou;thank you good bye;FALSE
inform;moderate;FALSE
inform;im looking for a restaurant in the center;FALSE
inform;east part of town;FALSE
request;address phone number and postcode;FALSE
negate;no lebanese food;TRUE
request;and the address;FALSE
inform;south;FALSE
request;address;FALSE
thankyou;thank you good bye;FALSE
request;and whats the phone number;FALSE
request;address;FALSE
negate;no;FALSE
reqalts;what about european food;TRUE
repeat;repeat;FALSE
request;what is the phone number and price range;FALSE
affirm;yes;FALSE
inform;what about vietnamese;FALSE
request;what is the phone number;FALSE
request;okay um whats the price range;FALSE
negate;no;FALSE
reqalts;how about italian food;TRUE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
request;what is the address;FALSE
inform;any area;FALSE
inform;im looking for a moderately priced restaurant in the west part of town;FALSE
null;okay;FALSE
request;and the post code;FALSE
inform;any price range;FALSE
inform;bask food;TRUE
request;whats the address;FALSE
request;what is the address;FALSE
null;noise;FALSE
inform;can i have a british restaurant in the east please;FALSE
affirm;yes that serves british food;TRUE
inform;price does not matter;FALSE
bye;good bye;FALSE
request;the type of food;TRUE
thankyou;thank you goodbye;FALSE
inform;cuban;FALSE
reqalts;okay is there another option;FALSE
request;and whats the phone number;FALSE
inform;any price range;FALSE
inform;a restaurant in the east part of town that serves caribbean food;TRUE
thankyou;thank you goodbye;FALSE
thankyou;thank you good bye;FALSE
inform;i need a moderately priced restaurant serving fusion food;TRUE
affirm;yes;FALSE
request;whats their address;FALSE
inform;i dont care;FALSE
inform;asian;FALSE
request;what is the type of food;TRUE
thankyou;thank you goodbye;FALSE
thankyou;okay thank you good bye;FALSE
inform;im looking for a restaurant in the south part of town serving korean food;TRUE
thankyou;thank you good bye;FALSE
inform;eritrean food;TRUE
affirm;yes;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
repeat;could you repeat that;FALSE
request;address;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for a cheap restaurant in the north part of town;FALSE
inform;im looking for a restaurant in the east part of town that serves indian food;TRUE
inform;dont care;FALSE
request;phone number;FALSE
inform;barbecue food;TRUE
request;can i have the address;FALSE
affirm;yes;FALSE
negate;no the north;FALSE
inform;im looking for singaporean food;TRUE
reqalts;give me another spanish restaurant;FALSE
thankyou;thank you good bye;FALSE
reqalts;how about italian;FALSE
inform;any;FALSE
inform;west;FALSE
bye;good bye;FALSE
inform;center;FALSE
request;whats the phone number and post code;FALSE
negate;no;FALSE
inform;polynesian food;TRUE
inform;i dont care;FALSE
inform;west part of town;FALSE
request;what is the phone number;FALSE
null;okay;FALSE
hello;music hello;FALSE
request;whats the address;FALSE
inform;european food any price;TRUE
null;unintelligible;FALSE
inform;west;FALSE
inform;expensive restaurant;FALSE
request;what is the phone number;FALSE
request;phone number;FALSE
request;phone number;FALSE
inform;i dont care;FALSE
thankyou;thank you good bye;FALSE
request;post code;FALSE
request;no thats post code;FALSE
inform;dont know;FALSE
request;whats the address and phone number;FALSE
request;whats the phone number;FALSE
inform;in the center;FALSE
inform;west part of town;FALSE
reqalts;how about asian;FALSE
inform;dont care;FALSE
request;and their phone number;FALSE
inform;north part of town;FALSE
inform;any price range;FALSE
inform;uh it doesnt matter;FALSE
reqalts;is there anything else;FALSE
request;part of town;FALSE
reqalts;is there anything else;FALSE
thankyou;thank you good bye;FALSE
reqalts;how about spanish types of food;TRUE
inform;korean food;TRUE
thankyou;thank you good bye;FALSE
inform;british food;TRUE
inform;chinese food;TRUE
thankyou;thank you good bye;FALSE
reqalts;is there anything else;FALSE
request;okay whats the phone number;FALSE
inform;west;FALSE
request;whats the type of food they serve;TRUE
inform;north part of town;FALSE
inform;moderately priced any foo;FALSE
reqalts;another;FALSE
reqalts;how about portuguese food;TRUE
inform;food;TRUE
thankyou;thank you good bye;FALSE
inform;im looking for a cheap restaurant in the east part of town;FALSE
request;phone number;FALSE
inform;east;FALSE
thankyou;thank you good bye;FALSE
inform;mediterranean;FALSE
inform;may i have vietnamese food;TRUE
null;noise;FALSE
null;unintelligible;FALSE
request;okay can i have the phone number and address;FALSE
request;okay and uh whats their phone number please;FALSE
thankyou;thank you good bye;FALSE
inform;catalan;FALSE
request;address;FALSE
request;what is the address;FALSE
inform;i want a restaurant in the north part of town that serves vietnamese food;TRUE
reqalts;is there anything else;FALSE
inform;east;FALSE
inform;japanese food;TRUE
request;phone number;FALSE
inform;the center of town;FALSE
inform;can i get swedish food;TRUE
inform;dont care;FALSE
negate;no;FALSE
inform;i dont care;FALSE
reqalts;what about chinese food;TRUE
affirm;yes cheap restaurant;FALSE
inform;im looking for swedish food;TRUE
bye;okay thank you and good bye;FALSE
thankyou;thank you good bye;FALSE
inform;uh chinese food;TRUE
reqalts;anything else;FALSE
null;unintelligible;FALSE
inform;asian oriental;FALSE
null;cough;FALSE
inform;im looking for;FALSE
reqalts;how about british food;TRUE
request;whats the phone number;FALSE
reqalts;how about korean food;TRUE
thankyou;okay thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;barbecue food;TRUE
reqalts;is there anything else;FALSE
thankyou;thank you good bye;FALSE
confirm;okay does it serve indian food;TRUE
inform;i dont care;FALSE
request;ah whats the address;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
request;address;FALSE
request;whats the price range;FALSE
thankyou;thank you good bye;FALSE
request;phone number;FALSE
inform;west;FALSE
request;what is the address;FALSE
reqalts;uh another choice;FALSE
inform;west part of town;FALSE
request;address;FALSE
request;what is the phone number;FALSE
inform;doesnt matter;FALSE
inform;any type;FALSE
inform;italian food;TRUE
negate;no im looking for a unintelligible swiss food;TRUE
thankyou;thank you good bye;FALSE
inform;i dont care;FALSE
inform;looking for a japanese restaurant in the center;FALSE
inform;center;FALSE
thankyou;thank you good bye;FALSE
request;could i have its number;FALSE
inform;italian food;TRUE
reqalts;what about chinese;FALSE
thankyou;thank you good bye;FALSE
request;is it what price range;FALSE
request;um whats the address;FALSE
request;what is the phone number;FALSE
null;noise;FALSE
thankyou;thank you good bye;FALSE
null;system;FALSE
null;noise;FALSE
inform;east;FALSE
request;what area is it in;FALSE
request;and whats the phone number;FALSE
inform;i want an expensive restaurant;FALSE
affirm;yes west part of town;FALSE
reqalts;is there anything else;FALSE
confirm;is it in the center of town;FALSE
affirm;uh yes can i get a moderate moderately priced restaurant in the west part of town;FALSE
thankyou;thank you good bye;FALSE
null;breathing;FALSE
request;what is the address and phone number;FALSE
request;may i have the phone number and postcode of this ven;FALSE
thankyou;thank you good bye;FALSE
inform;okay im looking for a restaurant serving fre;FALSE
thankyou;thank you good bye;FALSE
inform;spanish;FALSE
thankyou;thank you goodbye;FALSE
null;noise;FALSE
reqalts;another restaurant;FALSE
reqalts;is there anything else;FALSE
request;can you give me the phone number;FALSE
request;whats the price range;FALSE
inform;looking for a restaurant in the south part of town with german food;TRUE
affirm;yes;FALSE
request;and phone number;FALSE
inform;west;FALSE
confirm;is it in the west part of town;FALSE
inform;moderately priced in the south part of town;FALSE
affirm;yes;FALSE
request;what is the address and phone number;FALSE
thankyou;thank you good bye;FALSE
request;what is the address and phone number;FALSE
request;phone number;FALSE
null;sil;FALSE
inform;im looking for a restaurant in the south part of town that serves jamaican food;TRUE
affirm;yes;FALSE
inform;south;FALSE
inform;uh restaurant;FALSE
inform;irish fdod;FALSE
request;post code;FALSE
request;okay and h can i get the address;FALSE
request;address;FALSE
inform;i need a restaurant that serves canape;FALSE
request;whats the address;FALSE
inform;i want a cheap restaurant in the east part of town;FALSE
inform;any area;FALSE
inform;im looking for a restaurant in the north part of town serving;FALSE
thankyou;thank you goodbye;FALSE
thankyou;thank you good bye;FALSE
inform;north american food;TRUE
null;noise;FALSE
thankyou;goodbye thank you;FALSE
null;what is the;FALSE
inform;any;FALSE
null;sil;FALSE
request;whats the price range;FALSE
request;whats the phone number for hotel dubai;FALSE
request;what is the address and the type of food;TRUE
reqalts;is there anything else;FALSE
request;and the phone number;FALSE
null;town;FALSE
reqalts;how about gastropub type of food;TRUE
null;can i have an;FALSE
thankyou;thank you good bye;FALSE
request;post code;FALSE
inform;cheap restaurant in the north of town;FALSE
inform;i dont care;FALSE
request;okay and can i get the address;FALSE
request;could you give me the phone number and post code;FALSE
request;address;FALSE
inform;i dont care;FALSE
request;what is the phone number;FALSE
inform;im looking for a restaurant serving chinese food;TRUE
inform;it doesnt matter;FALSE
reqalts;are there any other expensive restaurants in the east part of town;FALSE
request;okay and can i get the phone number;FALSE
null;noise;FALSE
affirm;yes;FALSE
inform;any;FALSE
negate;no catalan;FALSE
reqalts;is there anything else;FALSE
null;cough;FALSE
request;address;FALSE
null;okay ill be there one sec;FALSE
request;phone number;FALSE
request;can i get the address;FALSE
inform;east;FALSE
inform;any price range;FALSE
reqalts;is there anything else;FALSE
null;noise;FALSE
thankyou;thank you good bye;FALSE
request;whats the address;FALSE
inform;french food;TRUE
request;type of food;TRUE
request;what is the address and phone number;FALSE
affirm;yeah im looking for a moderately priced restaurant;FALSE
request;area;FALSE
inform;international;FALSE
inform;unusual food;TRUE
affirm;yea whats the address;FALSE
request;can i get the address;FALSE
request;address;FALSE
inform;dont care;FALSE
inform;catalan food;TRUE
inform;im looking for a restaurant in any area that serves bistro food;TRUE
null;background_speech;FALSE
request;what is the address;FALSE
inform;cheap restaurant;FALSE
negate;no chinese;FALSE
inform;im looking for a restaurant in the east part of town;FALSE
null;hello welcome to the cambridge system;FALSE
inform;south;FALSE
request;phone number;FALSE
thankyou;thank you good bye;FALSE
inform;it doesnt matter;FALSE
thankyou;thank you good bye;FALSE
request;can i have their phone number;FALSE
inform;i am looking for belgium food;TRUE
thankyou;thank you good bye;FALSE
hello;unintelligible hello;FALSE
null;unintelligible;FALSE
null;noise;FALSE
affirm;yes;FALSE
request;may i have its address;FALSE
inform;in the east part of town;FALSE
request;the address;FALSE
inform;i dont care;FALSE
request;what type of food;TRUE
affirm;yes;FALSE
request;what is the address and phone number and area;FALSE
inform;are there any turkish restaurants;FALSE
affirm;yes;FALSE
request;type of food;TRUE
request;how about the address;FALSE
affirm;yeah;FALSE
affirm;yes;FALSE
inform;what about turkish;FALSE
request;noise may i have its address;FALSE
reqalts;what about indian food;TRUE
inform;kosher;FALSE
request;may i have the address of the venue;FALSE
inform;moderate restaurant east part of town;FALSE
inform;australian;FALSE
request;may i have the address please;FALSE
inform;cheap restaurant serving mediterranean food;TRUE
inform;doesnt matter;FALSE
reqalts;how about asian food;TRUE
inform;unintelligible i dont care;FALSE
null;noise;FALSE
inform;korean;FALSE
request;postcode;FALSE
inform;im looking for a restaurant that serves japanese food;TRUE
inform;expensive in the south;FALSE
reqalts;how about gastropub food;TRUE
inform;catalan;FALSE
thankyou;thank you good bye;FALSE
reqalts;how about vietnamese;FALSE
reqalts;how about british food;TRUE
affirm;yes;FALSE
inform;north;FALSE
thankyou;thank you good bye;FALSE
request;can i get the address;FALSE
thankyou;thank you good bye;FALSE
inform;um chinese food;TRUE
inform;cheap restaurant serving indian food;TRUE
inform;i dont care;FALSE
inform;expensive restaurant;FALSE
null;unintelligible;FALSE
thankyou;thank you good bye;FALSE
affirm;right;FALSE
negate;no;FALSE
request;what type of food does it have;TRUE
request;phone number tv_noise;FALSE
request;what is the phone number;FALSE
thankyou;thank you good bye;FALSE
inform;indian;FALSE
null;that serves;FALSE
inform;i dont care;FALSE
inform;any;FALSE
inform;okay cheap turkish food;TRUE
inform;im looking for a restaurant in the east part of town serving australian;FALSE
request;what area;FALSE
reqalts;okay how about a venue with italian food;TRUE
reqalts;how about chinese;FALSE
inform;im looking for a restaurant in the south part of town with creative food;TRUE
inform;dont care;FALSE
inform;restaurant in the north part of town that serves french;FALSE
request;phone number;FALSE
inform;im looking for;FALSE
inform;i dont care;FALSE
inform;italian;FALSE
affirm;yes;FALSE
inform;greek;FALSE
inform;cheap;FALSE
thankyou;thank you good bye;FALSE
reqalts;anything else;FALSE
request;whats their phone number;FALSE
inform;south;FALSE
inform;im looking for a christmas food in the south part of town;TRUE
reqalts;how about indian;FALSE
inform;im looking for a restaurant in any area of town that serves belgium food;TRUE
null;noise;FALSE
reqalts;how about the moderate price range;FALSE
inform;south;FALSE
thankyou;thank you good bye;FALSE
inform;cheap;FALSE
negate;no;FALSE
inform;tuscan food south part of town;TRUE
affirm;yes;FALSE
reqalts;how about asian food;TRUE
thankyou;thank you good bye;FALSE
request;phone number;FALSE
inform;dont care;FALSE
request;what is the phone number and post code;FALSE
reqalts;what about indian food;TRUE
inform;moderately;FALSE
request;what is the address;FALSE
thankyou;thank you good bye;FALSE
affirm;yes;FALSE
request;price range;FALSE
null;unintelligible;FALSE
affirm;yes;FALSE
inform;any;FALSE
request;and the area;FALSE
thankyou;thank you goodbye;FALSE
thankyou;thank you good bye;FALSE
inform;i dont care;FALSE
thankyou;thank you goodbye;FALSE
inform;indian food;TRUE
request;whats their address;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
reqalts;what about european;FALSE
reqalts;how about spanish;FALSE
inform;i dont care;FALSE
negate;no asian oriental;FALSE
inform;food;TRUE
request;okay can i get the address;FALSE
request;probably an address;FALSE
negate;no thai food;TRUE
reqalts;is there anything else;FALSE
repeat;repeat;FALSE
null;noise;FALSE
reqalts;anything else;FALSE
request;okay show me the address;FALSE
request;phone number;FALSE
inform;scottish food;TRUE
request;can i get the address;FALSE
inform;im looking for an expensive restaurant in the east;FALSE
affirm;yes;FALSE
inform;dont care;FALSE
request;price range;FALSE
inform;i dont care;FALSE
request;what area;FALSE
thankyou;thank you good bye;FALSE
inform;cheap restaurant;FALSE
request;can i have the phone number and address;FALSE
thankyou;thank you good bye;FALSE
request;postcode;FALSE
thankyou;thank you good bye;FALSE
negate;no spanish food;TRUE
request;the address phone number and postcode;FALSE
inform;welsh food;TRUE
inform;welsh food;TRUE
affirm;yes;FALSE
request;what part of town;FALSE
inform;any;FALSE
inform;polynesian;FALSE
inform;south;FALSE
request;whats the address;FALSE
inform;im looking for a moderately prices restaurant;FALSE
inform;im looking for a cheap restaurant serving russian food;TRUE
reqalts;how about chinese food;TRUE
request;whats the address;FALSE
inform;expensive;FALSE
inform;vietnamese;FALSE
request;and may i have the post code;FALSE
reqalts;is there anything else;FALSE
inform;any area;FALSE
request;whats the address;FALSE
negate;no;FALSE
thankyou;thank you good bye;FALSE
affirm;yes;FALSE
reqalts;do you have anything else;FALSE
inform;im looking for a restaurant in the north of town serving french type of food;TRUE
inform;catalonia in the east part of town;FALSE
request;address;FALSE
inform;asian oriental;FALSE
inform;moderately;FALSE
inform;moderately priced restaurant;FALSE
inform;im looking for a restaurant that serves asian oriental food in the cheap price ran;TRUE
inform;im looking for an expensive restaurant in the east part of town;FALSE
inform;swiss;FALSE
request;could i have the address please;FALSE
inform;east part of town;FALSE
reqalts;anything else;FALSE
inform;that serves chinese food;TRUE
inform;moderately priced restaurant in the west part of town;FALSE
inform;i want to find an expensive restaurant that serves korean food;TRUE
request;phone number;FALSE
inform;and it should be in the north part of town;FALSE
inform;is there any place that serves italian food;TRUE
request;address;FALSE
thankyou;thank you good bye;FALSE
inform;serving cuban food;TRUE
request;phone number;FALSE
reqalts;anything else;FALSE
thankyou;thank you good bye;FALSE
request;could have its phone number;FALSE
inform;east;FALSE
inform;moderately priced;FALSE
reqalts;next;FALSE
inform;what about mediterranean food;TRUE
affirm;yes;FALSE
inform;cheap restaurant gastropub food;TRUE
thankyou;thank you good bye;FALSE
inform;im looking for cheap food;TRUE
inform;mexican;FALSE
inform;pub or british type of food;TRUE
inform;korean;FALSE
request;phone number;FALSE
inform;thai food;TRUE
inform;looking for expensive tuscan food;TRUE
reqalts;how about mediterranean;FALSE
thankyou;thank you good bye;FALSE
inform;breath can you find me danish restaurant;FALSE
inform;indian food;TRUE
request;may i have the phone number;FALSE
inform;any price range;FALSE
inform;i need one in the cheap price range;FALSE
inform;mediterranean food;TRUE
thankyou;thank you good bye;FALSE
inform;im looking in the south of the town;FALSE
request;okay what is the address and phone number;FALSE
inform;i dont care;FALSE
request;uh whats the address and the phone number;FALSE
null;child;FALSE
null;sil;FALSE
affirm;yes;FALSE
inform;moderate price;FALSE
null;care;FALSE
request;what area is it in;FALSE
inform;oriental;FALSE
inform;west;FALSE
inform;mediterranean food;TRUE
request;what is the phone number;FALSE
inform;expensive;FALSE
thankyou;thank you good bye;FALSE
inform;cheap restaurant;FALSE
inform;any;FALSE
inform;any food;TRUE
inform;im looking for a restaurant in the north part of town serving italian food;TRUE
inform;i need a moderately priced restaurant in the south;FALSE
inform;east;FALSE
thankyou;thank you good bye;FALSE
inform;german;FALSE
inform;expensive restaurant romanian food;TRUE
inform;italian food;TRUE
inform;i need a restaurant in the north part of town that serves ko;FALSE
request;okay how bout their phone number;FALSE
inform;i dont care;FALSE
affirm;yes;FALSE
null;noise;FALSE
reqalts;how about russian food;TRUE
inform;korean;FALSE
request;what is the address;FALSE
inform;im looking for an expensive restaurant that serves belgium food;TRUE
request;can i have the address;FALSE
thankyou;thank you good bye;FALSE
request;address;FALSE
inform;chineese;FALSE
request;address;FALSE
request;phone number;FALSE
inform;im looking for a restaurant in the west part of town;FALSE
thankyou;thank you good bye;FALSE
request;type of food they serve;TRUE
null;system;FALSE
null;what is;FALSE
inform;west part of town;FALSE
request;what is the area;FALSE
request;what type of food does the missing sock serve;TRUE
request;and their address;FALSE
inform;any;FALSE
hello;hi noise;FALSE
inform;find a restaurant serving cuban food;TRUE
reqalts;how about korean;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
restart;start over;FALSE
request;phone number;FALSE
inform;spanish;FALSE
request;what kind of food;TRUE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;south part;FALSE
inform;i want to find a restaurant that serves world food;TRUE
inform;south;FALSE
request;give me the phone number;FALSE
request;address;FALSE
null;sil;FALSE
inform;scandinavian food;TRUE
request;can i have the address;FALSE
inform;any;FALSE
thankyou;thank you good bye;FALSE
request;type of food;TRUE
inform;korean food;TRUE
thankyou;okay thank you good bye;FALSE
inform;i am looking fora restaurant that should serve;FALSE
negate;no north part of town;FALSE
request;and whats the phone number;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for an expensive restaurant that serves greek food;TRUE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;any;FALSE
null;sil;FALSE
request;oh good whats the address;FALSE
inform;can i find an expensive restaurant that serves traditional food;TRUE
inform;im looking for a restaurant that serves;FALSE
inform;dont care;FALSE
request;what type of food;TRUE
request;phone number;FALSE
request;phone number;FALSE
inform;could i have a moderately priced restaurant in the east part of town;FALSE
request;phone number;FALSE
inform;chinese in the south part of town;FALSE
inform;im looking for japanese food;TRUE
request;phone number;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for a cheap restaurant in the north part of town;FALSE
inform;if there is no such venue how about thai type of food;TRUE
request;phone number;FALSE
null;noise;FALSE
inform;west part of town;FALSE
inform;canapes;FALSE
inform;mediterranean restaurant in any part of town;FALSE
thankyou;thank you good bye;FALSE
bye;okay thank you and good bye;FALSE
request;whats the address;FALSE
thankyou;thank you good bye;FALSE
negate;tv_noise no;FALSE
inform;i dont care;FALSE
inform;cheap;FALSE
inform;any kind of food;TRUE
inform;european food;TRUE
inform;eritrean;FALSE
null;sil;FALSE
request;uh whats the phone number and post code;FALSE
request;phone number;FALSE
request;and the telephone number;FALSE
null;okay;FALSE
null;in the ea;FALSE
thankyou;thank you good bye;FALSE
negate;no;FALSE
request;what type of food;TRUE
request;whats the addre;FALSE
inform;cheap resataurant serving unintelligible food;TRUE
inform;i am looking for a moderately priced restaurant that serves russian food;TRUE
thankyou;thank you good bye;FALSE
inform;christmas food;TRUE
reqalts;is there anything else;FALSE
request;address;FALSE
inform;im looking for a restaurant in the north of town serving korean french food;TRUE
request;address;FALSE
request;type of food;TRUE
request;whats the price range;FALSE
request;can i have the phone number and price range;FALSE
inform;moderate;FALSE
request;whats the phone number;FALSE
inform;spensive;FALSE
thankyou;thank you good bye;FALSE
reqalts;is there a restaurant that serves gastropub food;TRUE
null;noise;FALSE
thankyou;thank you goodbye;FALSE
inform;any price range;FALSE
request;and the phone number;FALSE
thankyou;thank you goodbye;FALSE
reqalts;how about vietnamese food;TRUE
inform;south;FALSE
inform;moderately priced;FALSE
reqalts;is there anything else;FALSE
null;unintelligible;FALSE
bye;good bye;FALSE
thankyou;thank you good bye;FALSE
request;and what is the price range;FALSE
request;phone number;FALSE
inform;australian;FALSE
request;can i get the address and zip code;FALSE
null;who is it by;FALSE
null;noise;FALSE
inform;any;FALSE
thankyou;thank you good bye;FALSE
inform;doesnt matter;FALSE
inform;what about expensive food;TRUE
reqalts;is there anything else;FALSE
inform;moderately priced in the south part of town;FALSE
null;sil;FALSE
inform;australian food;TRUE
inform;it doesnt matter;FALSE
request;phone number;FALSE
inform;restaurant in the south part of town;FALSE
thankyou;thank you good bye;FALSE
inform;moderately priced;FALSE
request;may i have the address;FALSE
request;what is the phone number;FALSE
inform;im looking for tuscan food;TRUE
reqalts;how about korean;FALSE
inform;moderate;FALSE
inform;any;FALSE
affirm;yeah i need um um m;FALSE
request;phone number;FALSE
inform;um i dont know;FALSE
thankyou;thank you;FALSE
request;the address;FALSE
inform;italian type of food;TRUE
affirm;yea;FALSE
inform;i need a restaurant serving crossover food in the west part of town;TRUE
request;phone number;FALSE
inform;im looking for gastropub food;TRUE
request;what is the area;FALSE
request;and the phone number;FALSE
reqalts;how about vietnamese food;TRUE
inform;serving european food;TRUE
affirm;yes;FALSE
request;address;FALSE
